lic bed size,DAY_TOT,adj pat days,DIS_TOT,DSH hosp,FAC_NO,FAC_NAME
200-299,42514.0,113230.916661566,9791.0,DSH,106164029.0,ADVENTIST HEALTH HANFORD
1-49,7413.0,13127.6194240457,1771.0,Non-DSH,106234038.0,ADVENTIST HEALTH HOWARD MEMORIAL
1-49,4333.0,36630.7416089693,1803.0,DSH,106100797.0,ADVENTIST HEALTH REEDLEY
150-199,39024.0,120322.780755244,4384.0,Non-DSH,106554011.0,ADVENTIST HEALTH SONORA - GREENLEY
1-49,3522.0,13375.422689759833,671.0,Non-DSH,106154168.0,ADVENTIST HEALTH TEHACHAPI VALLEY
50-99,13405.0,43405.1703475531,3644.0,DSH,106231396.0,ADVENTIST HEALTH UKIAH VALLEY
1-49,3421.0,12044.8521764665,1011.0,Non-DSH,106184008.0,BANNER LASSEN MEDICAL CENTER
1-49,5632.0,16855.8077049736,1949.0,Non-DSH,106364430.0,BARSTOW COMMUNITY HOSPITAL
100-149,22926.0,65876.72482835432,2080.0,Non-DSH,106090793.0,BARTON MEMORIAL HOSPITAL
1-49,6290.0,81203.1422639247,151.0,DSH,106361110.0,BEAR VALLEY COMMUNITY HOSPITAL
1-49,2794.0,20475.9703961128,19.0,Non-DSH,106190045.0,CATALINA ISLAND MEDICAL CENTER
1-49,1285.0,6030.79345879697,465.0,DSH,106361458.0,COLORADO RIVER MEDICAL CENTER
1-49,5839.0,12684.893542947995,1030.0,Non-DSH,106060870.0,COLUSA MEDICAL CENTER
50-99,19479.0,65540.7960370263,208.0,DSH,106320859.0,EASTERN PLUMAS HEALTH CARE
1-49,4279.0,14125.5870705404,1281.0,Non-DSH,106474007.0,FAIRCHILD MEDICAL CENTER
50-99,14446.0,43744.7480370724,853.0,DSH,106270777.0,GEORGE L. MEE MEMORIAL HOSPITAL
1-49,6300.0,42034.8253886626,122.0,Non-DSH,106110889.0,GLENN MEDICAL CENTER
150-199,40834.0,111918.030435563,2276.0,DSH,106350784.0,HAZEL HAWKINS MEMORIAL HOSPITAL
1-49,7934.0,22273.323651241866,797.0,Non-DSH,106490964.0,HEALDSBURG DISTRICT HOSPITAL
150-199,38529.0,92600.9337919571,2505.0,DSH,106362041.0,HI-DESERT MEDICAL CENTER
1-49,3931.0,18666.1164082174,85.0,Non-DSH,106121031.0,JEROLD PHELPS COMMUNITY HOSPITAL
1-49,10503.0,39186.22564428218,401.0,Non-DSH,106220733.0,JOHN C. FREMONT HEALTHCARE DISTRICT
50-99,22295.0,61758.5068966003,537.0,DSH,106150737.0,KERN VALLEY HOSPITAL DISTRICT
150-199,35807.0,106752.329004929,2293.0,DSH,106420491.0,LOMPOC VALLEY MEDICAL CENTER
1-49,1836.0,5719.25427834044,751.0,Non-DSH,106260011.0,MAMMOTH HOSPITAL
1-49,3158.0,10157.1483070908,924.0,Non-DSH,106050932.0,MARK TWAIN MEDICAL CENTER
100-149,22796.0,49552.47747733536,5470.0,Non-DSH,106090933.0,MARSHALL MEDICAL CENTER
100-149,29400.0,69252.1306744538,349.0,DSH,106450936.0,MAYERS MEMORIAL HOSPITAL
1-49,3558.0,14389.9926087006,1625.0,DSH,106240924.0,MEMORIAL HOSPITAL LOS BANOS
1-49,4041.0,17524.69318929973,929.0,Non-DSH,106231013.0,MENDOCINO COAST DISTRICT HOSPITAL
1-49,3015.0,9326.01737993363,1018.0,Non-DSH,106470871.0,MERCY MEDICAL CENTER - MT. SHASTA
50-99,12604.0,45477.27181465997,306.0,Non-DSH,106250956.0,MODOC MEDICAL CENTER
1-49,8379.0,41256.3137148709,334.0,DSH,106361266.0,MOUNTAINS COMMUNITY HOSPITAL
1-49,3257.0,14378.230123491,1037.0,DSH,106141273.0,NORTHERN INYO HOSPITAL
100-149,35272.0,133226.525608784,955.0,DSH,106500967.0,OAK VALLEY HOSPITAL DISTRICT
50-99,23653.0,49517.8663089262,545.0,DSH,106560501.0,OJAI VALLEY COMMUNITY HOSPITAL
100-149,22654.0,67495.99982441211,536.0,Non-DSH,106040802.0,ORCHARD HOSPITAL
50-99,2355.0,10360.8446953469,692.0,DSH,106331288.0,PALO VERDE HOSPITAL
1-49,1474.0,6378.794343851802,516.0,Non-DSH,106320986.0,PLUMAS DISTRICT HOSPITAL
1-49,4615.0,13448.3960846074,1217.0,Non-DSH,106121051.0,REDWOOD MEMORIAL HOSPITAL
150-199,29095.0,102974.862320165,2010.0,Non-DSH,106150782.0,RIDGECREST REGIONAL HOSPITAL
50-99,9991.0,29898.6240581849,2858.0,DSH,106331326.0,SAN GORGONIO MEMORIAL HOSPITAL
1-49,523.0,5171.68707842641,175.0,Non-DSH,106420522.0,SANTA YNEZ VALLEY COTTAGE HOSPITAL
1-49,6227.0,23317.21739223464,151.0,Non-DSH,106321016.0,SENECA HEALTHCARE DISTRICT
100-149,18942.0,38419.8953197502,4929.0,Non-DSH,106291023.0,SIERRA NEVADA MEMORIAL HOSPITAL
1-49,1195.0,1979.90702098174,182.0,Non-DSH,106491338.0,SONOMA SPECIALTY HOSPITAL
1-49,8774.0,19701.2056434712,103.0,Non-DSH,106141338.0,SOUTHERN INYO HOSPITAL
50-99,10128.0,30774.1576904193,3718.0,Non-DSH,106521041.0,ST. ELIZABETH COMMUNITY HOSPITAL
200-299,65958.0,118234.7797983433,14386.0,DSH,106361343.0,ST. MARY MEDICAL CENTER - APPLE VALLEY
1-49,6994.0,9434.50973540034,51.0,Non-DSH,106250955.0,SURPRISE VALLEY COMMUNITY HOSPITAL
50-99,8331.0,19759.8520531558,2243.0,DSH,106034002.0,SUTTER AMADOR HOSPITAL
1-49,9537.0,24453.6589442405,2383.0,DSH,106084001.0,SUTTER COAST HOSPITAL
1-49,7013.0,24339.5389163195,1886.0,DSH,106171395.0,SUTTER LAKESIDE HOSPITAL
50-99,18115.0,66885.5113240313,1770.0,Non-DSH,106291053.0,TAHOE FOREST HOSPITAL
1-49,6726.0,16227.82982956729,267.0,DSH,106531059.0,TRINITY HOSPITAL
100-149,16384.0,31472.0427769409,4467.0,Non-DSH,106400548.0,TWIN CITIES COMMUNITY HOSPITAL
100-149,21044.0,35365.1470387532,5631.0,DSH,106361370.0,VICTOR VALLEY GLOBAL MEDICAL CENTER
1-49,5836.0,20784.1660295672,1430.0,DSH,106171049.0,ADVENTIST HEALTH CLEARLAKE
200-299,45399.0,121894.038634192,11102.0,DSH,106164029.0,ADVENTIST HEALTH HANFORD
1-49,6569.0,12010.861477695,1622.0,Non-DSH,106234038.0,ADVENTIST HEALTH HOWARD MEMORIAL
1-49,4260.0,33613.42625338466,1859.0,DSH,106100797.0,ADVENTIST HEALTH REEDLEY
150-199,42158.0,115127.681095091,5597.0,Non-DSH,106554011.0,ADVENTIST HEALTH SONORA - GREENLEY
1-49,4246.0,85509.1092621473,109.0,DSH,106150808.0,ADVENTIST HEALTH TEHACHAPI VALLEY
50-99,12651.0,40855.3528748712,3552.0,DSH,106231396.0,ADVENTIST HEALTH UKIAH VALLEY
1-49,3140.0,11829.864829161594,981.0,Non-DSH,106184008.0,BANNER LASSEN MEDICAL CENTER
1-49,7409.0,18697.2640494516,2373.0,Non-DSH,106364430.0,BARSTOW COMMUNITY HOSPITAL
100-149,22399.0,59801.529532574,2267.0,Non-DSH,106090793.0,BARTON MEMORIAL HOSPITAL
1-49,7565.0,70329.566864437,176.0,DSH,106361110.0,BEAR VALLEY COMMUNITY HOSPITAL
1-49,2323.0,13298.5290587634,24.0,Non-DSH,106190045.0,CATALINA ISLAND MEDICAL CENTER
100-149,27841.0,80499.8857349087,146.0,DSH,106100697.0,COALINGA REGIONAL MEDICAL CENTER
1-49,1426.0,6119.68311228907,530.0,DSH,106361458.0,COLORADO RIVER MEDICAL CENTER
50-99,18666.0,63945.5867946898,196.0,DSH,106320859.0,EASTERN PLUMAS HEALTH CARE
1-49,4348.0,13130.2840814841,1356.0,Non-DSH,106474007.0,FAIRCHILD MEDICAL CENTER
50-99,18663.0,59848.816195869316,975.0,DSH,106270777.0,GEORGE L. MEE MEMORIAL HOSPITAL
1-49,1418.0,12918.81433379366,227.0,Non-DSH,106110889.0,GLENN MEDICAL CENTER
150-199,42208.0,123313.85351234593,2355.0,DSH,106350784.0,HAZEL HAWKINS MEMORIAL HOSPITAL
1-49,7808.0,18482.878643625154,739.0,Non-DSH,106490964.0,HEALDSBURG DISTRICT HOSPITAL
150-199,39831.0,85770.5251769515,2486.0,DSH,106362041.0,HI-DESERT MEDICAL CENTER
1-49,4376.0,15208.8411197275,53.0,Non-DSH,106121031.0,JEROLD PHELPS COMMUNITY HOSPITAL
1-49,9807.0,39448.3409013647,281.0,Non-DSH,106220733.0,JOHN C. FREMONT HEALTHCARE DISTRICT
100-149,27094.0,64842.49496937456,703.0,DSH,106150737.0,KERN VALLEY HOSPITAL DISTRICT
150-199,44394.0,112522.102230303,2653.0,DSH,106420491.0,LOMPOC VALLEY MEDICAL CENTER
1-49,1335.0,4656.00721893907,671.0,Non-DSH,106260011.0,MAMMOTH HOSPITAL
1-49,3512.0,11478.45163465452,925.0,Non-DSH,106050932.0,MARK TWAIN MEDICAL CENTER
100-149,24722.0,58822.2320443748,5528.0,Non-DSH,106090933.0,MARSHALL MEDICAL CENTER
100-149,29536.0,65311.984451893695,466.0,Non-DSH,106450936.0,MAYERS MEMORIAL HOSPITAL
1-49,3654.0,14238.342124863617,1682.0,DSH,106240924.0,MEMORIAL HOSPITAL LOS BANOS
1-49,4486.0,17381.1470892325,1022.0,Non-DSH,106231013.0,MENDOCINO COAST DISTRICT HOSPITAL
1-49,3142.0,9009.71183012877,1132.0,Non-DSH,106470871.0,MERCY MEDICAL CENTER MT. SHASTA
50-99,13467.0,48668.0135299782,217.0,Non-DSH,106250956.0,MODOC MEDICAL CENTER
1-49,8082.0,38450.1373035058,329.0,DSH,106361266.0,MOUNTAINS COMMUNITY HOSPITAL
1-49,3187.0,10819.5942152891,1090.0,DSH,106141273.0,NORTHERN INYO HOSPITAL
150-199,37176.0,134230.33291226,1089.0,Non-DSH,106500967.0,OAK VALLEY DISTRICT HOSPITAL
50-99,24386.0,54114.36261643817,631.0,DSH,106560501.0,OJAI VALLEY COMMUNITY HOSPITAL
1-49,11288.0,34421.86487785775,542.0,Non-DSH,106040802.0,ORCHARD HOSPITAL
50-99,2258.0,8239.4419057489,833.0,DSH,106331288.0,PALO VERDE HOSPITAL
1-49,1308.0,7361.80198808772,409.0,Non-DSH,106320986.0,PLUMAS DISTRICT HOSPITAL
1-49,4887.0,13761.2630066485,1279.0,Non-DSH,106121051.0,REDWOOD MEMORIAL HOSPITAL
150-199,33515.0,106006.707267859,2107.0,Non-DSH,106150782.0,RIDGECREST REGIONAL HOSPITAL
50-99,13743.0,33277.47959466569,3403.0,DSH,106331326.0,SAN GORGONIO MEMORIAL HOSPITAL
1-49,774.0,5206.70270642911,263.0,Non-DSH,106420522.0,SANTA YNEZ VALLEY COTTAGE HOSPITAL
1-49,6177.0,22470.8796357628,169.0,Non-DSH,106321016.0,SENECA HEALTHCARE DISTRICT
100-149,17409.0,36699.7970442448,4586.0,DSH,106291023.0,SIERRA NEVADA MEMORIAL HOSPITAL
1-49,2219.0,3894.20385319068,914.0,Non-DSH,106491338.0,SONOMA WEST MEDICAL CENTER
1-49,9087.0,24689.277983136453,148.0,Non-DSH,106141338.0,SOUTHERN INYO HOSPITAL
50-99,8582.0,25558.2655581066,2679.0,Non-DSH,106521041.0,ST. ELIZABETH COMMUNITY HOSPITAL
200-299,65609.0,110767.132070337,15093.0,Non-DSH,106361343.0,ST. MARY MEDICAL CENTER - APPLE VALLEY
1-49,7658.0,11312.0083476553,35.0,Non-DSH,106250955.0,SURPRISE VALLEY COMMUNITY HOSPITAL
50-99,8725.0,19552.7674339004,2403.0,DSH,106034002.0,SUTTER AMADOR HOSPITAL
1-49,9533.0,23664.0850652726,2324.0,DSH,106084001.0,SUTTER COAST HOSPITAL
1-49,6526.0,23231.3570153258,1904.0,DSH,106171395.0,SUTTER LAKESIDE HOSPITAL
50-99,16304.0,52353.963240655,1827.0,Non-DSH,106291053.0,TAHOE FOREST HOSPITAL
50-99,3925.0,9696.152323482615,359.0,Non-DSH,106531059.0,TRINITY HOSPITAL
100-149,15668.0,30545.9471312925,4355.0,Non-DSH,106400548.0,TWIN CITIES COMMUNITY HOSPITAL
100-149,22801.0,37969.16778672342,5687.0,DSH,106361370.0,VICTOR VALLEY GLOBAL MEDICAL CENTER
1-49,7312.0,12080.107617428683,1469.0,Non-DSH,106540680.0,ALTA HOSPITAL DISTRICT
1-49,2980.0,4482.022420642159,82.0,Non-DSH,106190045.0,AVALON MUNICIPAL HOSPITAL & CLINIC
50-99,10971.0,17404.46435559308,2945.0,Non-DSH,106361105.0,BARSTOW COMMUNITY HOSPITAL
100-149,25428.0,45850.06564605902,5202.0,Non-DSH,106090793.0,BARTON MEMORIAL HOSPITAL
1-49,7327.0,14967.807134132468,562.0,Non-DSH,106361110.0,BEAR VALLEY COMMUNITY HOSPITAL
50-99,3463.0,8523.861496628237,1003.0,Non-DSH,106040802.0,BIGGS-GRIDLEY MEMORIAL HOSPITAL
1-49,604.0,3603.373688458434,150.0,DSH,106240803.0,BLOSS MEMORIAL DISTRICT HOSPITAL
1-49,6564.0,12748.171678490642,232.0,DSH,106200692.0,CHOWCHILLA DISTRICT MEMORIAL HOSPITAL
50-99,17460.0,29029.790602038986,1052.0,Non-DSH,106100697.0,COALINGA REGIONAL MEDICAL CENTER
50-99,8388.0,11941.52146281059,2344.0,Non-DSH,106361458.0,COLORADO RIVER MEDICAL CENTER
1-49,3847.0,8259.820115737357,936.0,Non-DSH,106060870.0,COLUSA COMMUNITY HOSPITAL
1-49,4122.0,8557.219442187137,779.0,Non-DSH,106160702.0,CORCORAN DISTRICT HOSPITAL
1-49,6082.0,9932.217560172598,118.0,Non-DSH,106500850.0,DEL PUERTO HOSPITAL
1-49,9789.0,17685.059479094576,72.0,Non-DSH,106240853.0,DOS PALOS MEMORIAL HOSPITAL
1-49,8004.0,18301.332426399327,533.0,Non-DSH,106320859.0,EASTERN PLUMAS HEALTH CARE
1-49,4869.0,11699.870210333442,1641.0,Non-DSH,106474007.0,FAIRCHILD MEDICAL CENTER
100-149,34721.0,56197.56707914898,2272.0,Non-DSH,106370705.0,FALLBROOK HOSPITAL DISTRICT
1-49,3151.0,6246.4556991150785,951.0,Non-DSH,106230949.0,FRANK R HOWARD MEMORIAL HOSPITAL
1-49,7915.0,22591.74612016358,1150.0,DSH,106270777.0,GEORGE L. MEE MEMORIAL HOSPITAL
1-49,608.0,4388.322423713744,271.0,Non-DSH,106110889.0,GLENN MEDICAL CENTER
50-99,16875.0,40087.443384429855,4770.0,Non-DSH,106160725.0,HANFORD COMMUNITY HOSPITAL
100-149,24518.0,46207.57543035684,2259.0,Non-DSH,106350784.0,HAZEL HAWKINS MEMORIAL HOSPITAL
150-199,36369.0,50921.37756472031,2628.0,Non-DSH,106362041.0,HI-DESERT MEDICAL CENTER
1-49,8205.0,12631.89690710042,292.0,Non-DSH,106320874.0,INDIAN VALLEY HOSPITAL
50-99,17736.0,24841.879438952456,6108.0,Non-DSH,106334001.0,INLAND VALLEY REGIONAL MEDICAL CENTER
1-49,3639.0,8008.591733763006,398.0,DSH,106121031.0,JEROLD PHELPS COMMUNITY HOSPITAL
1-49,7090.0,19385.91264544586,381.0,Non-DSH,106220733.0,JOHN C FREMONT HEALTHCARE DISTRICT
100-149,29544.0,43841.71931384928,1278.0,DSH,106150737.0,KERN VALLEY HOSPITAL
1-49,7265.0,12607.464542712207,415.0,DSH,106100745.0,KINGSBURG MEDICAL HOSPITAL
50-99,10489.0,21674.836470825496,1179.0,Non-DSH,106180919.0,LASSEN COMMUNITY HOSPITAL
100-149,20326.0,26349.69276643656,2689.0,DSH,106540746.0,LINDSAY DISTRICT HOSPITAL
150-199,47928.0,92358.03069399131,2726.0,Non-DSH,106420491.0,LOMPOC DISTRICT HOSPITAL
1-49,924.0,2496.3770445797404,422.0,DSH,106260011.0,MAMMOTH HOSPITAL
1-49,5725.0,10439.242340433086,1364.0,Non-DSH,106050932.0,MARK TWAIN ST. JOSEPH'S HOSPITAL
100-149,21746.0,40031.14546670191,5617.0,Non-DSH,106090933.0,MARSHALL HOSPITAL
100-149,33568.0,51363.076630104515,748.0,DSH,106450936.0,MAYERS MEMORIAL HOSPITAL
50-99,22415.0,29485.876377708228,441.0,DSH,106540755.0,MEMORIAL HOSPITAL AT EXETER
1-49,6852.0,11830.405981400856,1745.0,Non-DSH,106240924.0,MEMORIAL HOSPITAL LOS BANOS
50-99,8289.0,17453.785320132836,1951.0,Non-DSH,106231013.0,MENDOCINO COAST DISTRICT HOSPITAL
50-99,17753.0,29305.934077993697,1694.0,Non-DSH,106470871.0,MERCY HOSPITAL OF MT. SHASTA
50-99,17391.0,35869.881913384794,378.0,Non-DSH,106250956.0,MODOC MEDICAL CENTER
1-49,8280.0,16455.41721943905,959.0,Non-DSH,106361266.0,MOUNTAINS COMMUNITY HOSPITAL
1-49,3509.0,6869.018001801005,1267.0,Non-DSH,106141273.0,NORTHERN INYO HOSPITAL
100-149,43955.0,78163.07443935121,2467.0,Non-DSH,106500967.0,OAK VALLEY DISTRICT HOSPITAL
100-149,28418.0,46988.415673857606,1677.0,Non-DSH,106560501.0,OJAI VALLEY COMMUNITY HOSPITAL
50-99,7169.0,13325.64698907411,1772.0,Non-DSH,106491338.0,PALM DRIVE HOSPITAL
50-99,5368.0,9404.499835303617,1974.0,Non-DSH,106331288.0,PALO VERDE HOSPITAL
50-99,13984.0,23460.126969529,3987.0,DSH,106130760.0,PIONEERS MEMORIAL HOSPITAL
150-199,1750.0,5096.124213332342,627.0,Non-DSH,106320986.0,PLUMAS DISTRICT HOSPITAL
1-49,6082.0,13566.845592434996,1601.0,Non-DSH,106171049.0,REDBUD COMMUNITY HOSPITAL
1-49,7371.0,13654.808506667609,1863.0,Non-DSH,106121051.0,REDWOOD MEMORIAL HOSPITAL
50-99,8894.0,14824.178891278385,2583.0,Non-DSH,106150782.0,RIDGECREST COMMUNITY HOSPITAL
50-99,11192.0,15372.41184504608,2862.0,Non-DSH,106331326.0,SAN GORGONIO MEMORIAL HOSPITAL
1-49,4678.0,7198.1813187586795,1130.0,DSH,106100791.0,SANGER GENERAL HOSPITAL
1-49,1264.0,4044.6546640352153,341.0,Non-DSH,106420522.0,SANTA YNEZ VALLEY COTTAGE HOSPITAL
50-99,7537.0,18322.44033192701,2159.0,Non-DSH,106100793.0,SELMA DISTRICT HOSPITAL
1-49,7244.0,15074.184851911523,467.0,DSH,106321016.0,SENECA HOSPITAL
100-149,41163.0,50259.45095753287,138.0,Non-DSH,106410828.0,SETON MEDICAL CENTER - COASTSIDE
1-49,4526.0,12030.777509321902,1530.0,Non-DSH,106100797.0,SIERRA KINGS DISTRICT HOSPITAL
100-149,26727.0,42620.969215137906,6221.0,Non-DSH,106291023.0,SIERRA NEVADA MEMORIAL HOSPITAL
1-49,12047.0,16035.630692607492,89.0,DSH,106461024.0,SIERRA VALLEY DISTRICT HOSPITAL
100-149,35468.0,71236.55848146108,3642.0,Non-DSH,106551034.0,SONORA COMMUNITY HOSPITAL
1-49,11684.0,23768.86158129925,133.0,Non-DSH,106141338.0,SOUTHERN INYO HOSPITAL
50-99,11395.0,17467.508599779132,3169.0,Non-DSH,106521041.0,ST. ELIZABETH COMMUNITY HOSPITAL
150-199,36320.0,47625.239459359014,8719.0,Non-DSH,106361343.0,ST. MARY REGIONAL MEDICAL CENTER
1-49,7969.0,10903.176224398629,114.0,Non-DSH,106250955.0,SURPRISE VALLEY COMMUNITY HOSPITAL
50-99,17875.0,29489.705368734005,2910.0,Non-DSH,106030786.0,SUTTER AMADOR HOSPITAL
50-99,13199.0,22806.82801104256,2915.0,Non-DSH,106084001.0,SUTTER COAST HOSPITAL
50-99,13967.0,25849.84548032921,2909.0,Non-DSH,106171395.0,SUTTER LAKESIDE HOSPITAL
50-99,19736.0,36960.41227974494,2103.0,Non-DSH,106291053.0,TAHOE FOREST HOSPITAL
1-49,5598.0,26362.695087223387,84.0,DSH,106150808.0,TEHACHAPI HOSPITAL
50-99,11531.0,17866.431066460395,1037.0,DSH,106531059.0,TRINITY GENERAL HOSPITAL
50-99,20921.0,43934.06235175103,1936.0,DSH,106551061.0,TUOLUMNE GENERAL HOSPITAL
50-99,17524.0,24628.00707495226,4304.0,Non-DSH,106400548.0,TWIN CITIES COMMUNITY HOSPITAL
100-149,18276.0,31431.589341307223,5054.0,Non-DSH,106231396.0,UKIAH VALLEY MEDICAL CENTER-HOSPITAL DR
100-149,27496.0,42629.93670059815,7160.0,Non-DSH,106361370.0,VICTOR VALLEY COMMUNITY HOSPITAL
50-99,26155.0,39142.20024116146,401.0,DSH,106150830.0,WEST SIDE DIST HOSP & NURSING HOME
1-49,5251.0,22993.331060278044,1333.0,DSH,106171049.0,ADVENTIST HEALTH CLEARLAKE
200-299,49388.0,114672.85496270903,10723.0,DSH,106164029.0,ADVENTIST HEALTH HANFORD
1-49,7384.0,12974.773302787999,1767.0,Non-DSH,106234038.0,ADVENTIST HEALTH HOWARD MEMORIAL
1-49,3787.0,27424.941362082227,1706.0,DSH,106100797.0,ADVENTIST HEALTH REEDLEY
150-199,36699.0,111429.98320157398,4858.0,DSH,106554011.0,ADVENTIST HEALTH SONORA - GREENLEY
1-49,4040.0,13667.690411687618,715.0,Non-DSH,106154168.0,ADVENTIST HEALTH TEHACHAPI VALLEY
50-99,13806.0,43220.25203652898,3622.0,DSH,106231396.0,ADVENTIST HEALTH UKIAH VALLEY
1-49,3051.0,10545.784091149955,849.0,Non-DSH,106184008.0,BANNER LASSEN MEDICAL CENTER
1-49,7344.0,17037.928252496033,2040.0,DSH,106364430.0,BARSTOW COMMUNITY HOSPITAL
100-149,17283.0,52698.44093162374,1596.0,Non-DSH,106090793.0,BARTON MEMORIAL HOSPITAL
1-49,5663.0,79322.56348875773,123.0,DSH,106361110.0,BEAR VALLEY COMMUNITY HOSPITAL
1-49,2483.0,17973.53749158398,22.0,Non-DSH,106190045.0,CATALINA ISLAND MEDICAL CENTER
1-49,1042.0,5892.161366570649,400.0,DSH,106361458.0,COLORADO RIVER MEDICAL CENTER
1-49,9347.0,21237.38483318145,893.0,Non-DSH,106060870.0,COLUSA MEDICAL CENTER
50-99,21145.0,65000.46690511652,231.0,DSH,106320859.0,EASTERN PLUMAS HEALTH CARE
1-49,4361.0,14068.409770113192,1245.0,Non-DSH,106474007.0,FAIRCHILD MEDICAL CENTER
50-99,14132.0,47966.904393840035,604.0,DSH,106270777.0,GEORGE L. MEE MEMORIAL HOSPITAL
1-49,7039.0,42714.2659732567,108.0,Non-DSH,106110889.0,GLENN MEDICAL CENTER
100-149,35895.0,117541.40071884227,1700.0,DSH,106350784.0,HAZEL HAWKINS MEMORIAL HOSPITAL
1-49,8483.0,21448.657632512444,622.0,Non-DSH,106490964.0,HEALDSBURG DISTRICT HOSPITAL
150-199,39644.0,87109.63999787963,1871.0,DSH,106362041.0,HI-DESERT MEDICAL CENTER
1-49,4007.0,18752.96443459566,88.0,Non-DSH,106121031.0,JEROLD PHELPS COMMUNITY HOSPITAL
1-49,9639.0,35281.080806880345,386.0,Non-DSH,106220733.0,JOHN C. FREMONT HEALTHCARE DISTRICT
100-149,22376.0,59936.94578809446,528.0,DSH,106150737.0,KERN VALLEY HOSPITAL DISTRICT
150-199,39460.0,113690.4876225594,2313.0,DSH,106420491.0,LOMPOC VALLEY MEDICAL CENTER
1-49,1591.0,4777.981035917706,694.0,Non-DSH,106260011.0,MAMMOTH HOSPITAL
1-49,2803.0,9323.040932105403,847.0,Non-DSH,106050932.0,MARK TWAIN MEDICAL CENTER
100-149,20513.0,45849.08512197964,4956.0,Non-DSH,106090933.0,MARSHALL MEDICAL CENTER
100-149,29608.0,63491.28524808533,313.0,DSH,106450936.0,MAYERS MEMORIAL HOSPITAL
1-49,4325.0,13600.719107383575,1790.0,DSH,106240924.0,MEMORIAL HOSPITAL LOS BANOS
1-49,4099.0,17450.591054677534,834.0,Non-DSH,106231013.0,MENDOCINO COAST DISTRICT HOSPITAL
1-49,2625.0,9445.926680549255,869.0,DSH,106470871.0,MERCY MEDICAL CENTER - MT. SHASTA
50-99,17008.0,52677.75532834052,318.0,Non-DSH,106250956.0,MODOC MEDICAL CENTER
1-49,8017.0,37858.38976294744,276.0,DSH,106361266.0,MOUNTAINS COMMUNITY HOSPITAL
1-49,2791.0,13594.278662348852,1006.0,Non-DSH,106141273.0,NORTHERN INYO HOSPITAL
100-149,35578.0,132025.55255776318,827.0,DSH,106500967.0,OAK VALLEY HOSPITAL DISTRICT
50-99,23939.0,52792.62989611643,458.0,DSH,106560501.0,OJAI VALLEY COMMUNITY HOSPITAL
100-149,25639.0,98996.9312767136,502.0,DSH,106040802.0,ORCHARD HOSPITAL
300-499,2153.0,9134.080926946383,578.0,DSH,106331288.0,PALO VERDE HOSPITAL
1-49,941.0,4627.279924827989,385.0,Non-DSH,106320986.0,PLUMAS DISTRICT HOSPITAL
1-49,4155.0,12592.621797968755,1049.0,Non-DSH,106121051.0,REDWOOD MEMORIAL HOSPITAL
150-199,28213.0,84847.58409482369,1823.0,Non-DSH,106150782.0,RIDGECREST REGIONAL HOSPITAL
50-99,9275.0,27944.872662248872,2637.0,DSH,106331326.0,SAN GORGONIO MEMORIAL HOSPITAL
1-49,259.0,4451.18392799907,95.0,Non-DSH,106420522.0,SANTA YNEZ VALLEY COTTAGE HOSPITAL
1-49,5840.0,25101.972587522556,87.0,Non-DSH,106321016.0,SENECA HEALTHCARE DISTRICT
100-149,15275.0,34326.363995385,4149.0,DSH,106291023.0,SIERRA NEVADA MEMORIAL HOSPITAL
1-49,1753.0,2889.035219070778,267.0,Non-DSH,106491338.0,SONOMA SPECIALTY HOSPITAL
1-49,11103.0,26241.305654775413,124.0,Non-DSH,106141338.0,SOUTHERN INYO HOSPITAL
50-99,9211.0,29036.762833475674,2929.0,DSH,106521041.0,ST. ELIZABETH COMMUNITY HOSPITAL
200-299,58152.0,107758.29100679574,12732.0,Non-DSH,106361343.0,ST. MARY MEDICAL CENTER - APPLE VALLEY
1-49,7756.0,10473.594214009649,40.0,Non-DSH,106250955.0,SURPRISE VALLEY COMMUNITY HOSPITAL
50-99,8615.0,19912.827221231142,3246.0,DSH,106034002.0,SUTTER AMADOR HOSPITAL
1-49,8015.0,22258.912344766988,2593.0,DSH,106084001.0,SUTTER COAST HOSPITAL
1-49,6338.0,20342.77764242865,2093.0,DSH,106171395.0,SUTTER LAKESIDE HOSPITAL
50-99,15783.0,65022.4108693129,1591.0,Non-DSH,106291053.0,TAHOE FOREST HOSPITAL
100-149,15311.0,28830.946707027782,3808.0,Non-DSH,106400548.0,TENET HEALTH CENTRAL COAST TWIN CITIES COMMUNITY HOSPITAL
1-49,6088.0,15507.533655295041,283.0,Non-DSH,106531059.0,TRINITY HOSPITAL
100-149,20680.0,32971.78445055641,5710.0,DSH,106361370.0,VICTOR VALLEY GLOBAL MEDICAL CENTER
1-49,2978.0,6078.422568187586,71.0,Non-DSH,106190045.0,AVALON MUNICIPAL HOSPITAL & CLINIC
50-99,9914.0,17361.55452518328,3099.0,Non-DSH,106361105.0,BARSTOW COMMUNITY HOSPITAL
100-149,29624.0,51609.08186201994,4008.0,Non-DSH,106090793.0,BARTON MEMORIAL HOSPITAL
1-49,7633.0,25018.123986898063,332.0,Non-DSH,106361110.0,BEAR VALLEY COMMUNITY HOSPITAL
1-49,5372.0,12010.18727175514,875.0,Non-DSH,106040802.0,BIGGS-GRIDLEY MEMORIAL HOSPITAL
1-49,7989.0,14159.306791153022,71.0,DSH,106200692.0,CHOWCHILLA DISTRICT MEMORIAL HOSPITAL
